Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST00618,CUST0396,Excited about the latest AI-powered budgeting app. Looks promising!,Audience Engagement,0.2164261515,LinkedIn,positive
POST00619,CUST0922,Just got a cashback credit card. Time to maximize my rewards!,Complaint,0.2207453485,Instagram,neutral
POST00620,CUST0967,Thinking of getting a personal loan to start a small business. Need advice!,Financial Literacy,-0.3671309325,Instagram,positive
POST00621,CUST0835,I need a budget-friendly laptop for work. Any solid choices under $1000?,Financial Planning,0.2336444332,Twitter,negative
POST00622,CUST0090,Wondering if robo-advisors really beat traditional financial planners.,Investment Interest,-0.766905641,Facebook,negative
POST00623,CUST0889,Looking for the best credit card with travel rewards. Any recommendations?,Sponsorship,0.2680168359,Instagram,neutral
POST00624,CUST0130,Struggling with credit card debt. Need a solid repayment strategy!,Digital Banking Experience,0.793444766,Twitter,negative
POST00625,CUST0012,Investing in crypto feels risky but exciting. What do you think?,Budget Concerns,-0.05586937232,Instagram,neutral
POST00626,CUST0827,Excited about the latest AI-powered budgeting app. Looks promising!,Service Quality,0.5291259517,LinkedIn,positive
POST00627,CUST0381,Can’t decide between a high-interest savings account or stocks. Help?,Digital Banking Experience,0.2712811318,Instagram,positive
POST00628,CUST0032,Tried an AI financial planner. Super interesting insights on my spending!,Shopping Recommendation,-0.9938717484,Twitter,positive
POST00629,CUST0051,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Shopping Recommendation,-0.7560031513,Instagram,negative
POST00630,CUST0380,Switched to a digital-only bank. Loving the seamless experience!,Wealth Management,0.5496707672,Instagram,positive
POST00631,CUST0358,Thinking of getting a personal loan to start a small business. Need advice!,Service Quality,-0.9190941454,Instagram,positive
POST00632,CUST0267,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Enthusiasm,0.9124953143,Twitter,neutral
POST00633,CUST0800,Investing in crypto feels risky but exciting. What do you think?,Audience Engagement,0.7881523236,Twitter,neutral
POST00634,CUST0508,Just got my first salary! Thinking of the best way to save and invest.,Loan Interest,-0.2752501157,Instagram,neutral
POST00635,CUST0448,Thinking of getting a personal loan to start a small business. Need advice!,Service Quality,-0.3792322717,Twitter,neutral
POST00636,CUST0941,Just got a cashback credit card. Time to maximize my rewards!,Product Discovery,0.2258635735,Instagram,positive
POST00637,CUST0463,Which banks offer the best customer service? Tired of waiting on calls.,Cashback Rewards,0.223585244,Instagram,neutral
POST00638,CUST0054,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Bank Fee Concern,-0.8219336134,Instagram,negative
POST00639,CUST0518,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Cashback Rewards,-0.5692286417,Instagram,negative
POST00640,CUST0794,Looking for the best credit card with travel rewards. Any recommendations?,Crypto Curiosity,0.2729331717,Facebook,negative
POST00641,CUST0008,Looking for the best credit card with travel rewards. Any recommendations?,Bank Fee Concern,0.6015410212,Facebook,neutral
POST00642,CUST0904,Wondering if robo-advisors really beat traditional financial planners.,Savings Planning,-0.6159950068,LinkedIn,positive
POST00643,CUST0294,Excited about the latest AI-powered budgeting app. Looks promising!,Tech Innovation,0.4038644291,Instagram,neutral
POST00644,CUST0648,"Just finished a 5k run, need new running shoes, any suggestions?",Debt Repayment Strategy,0.7409505071,Instagram,negative
POST00645,CUST0529,Tried an AI financial planner. Super interesting insights on my spending!,Service Quality,-0.7643897142,Twitter,neutral
POST00646,CUST0871,Investing in crypto feels risky but exciting. What do you think?,Tech Innovation,-0.1217932085,Instagram,negative
POST00647,CUST0339,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Literacy,0.7011110434,Twitter,positive
POST00648,CUST0381,Just got a cashback credit card. Time to maximize my rewards!,Loan Interest,-0.2587462058,LinkedIn,positive
POST00649,CUST0387,Wondering if robo-advisors really beat traditional financial planners.,Digital Banking Experience,-0.4610853467,Facebook,positive
POST00650,CUST0425,Eager to learn more about sustainable investing. Suggestions?,Shopping Recommendation,0.4912295052,Facebook,positive
POST00651,CUST0881,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Wealth Management,-0.198444164,Twitter,positive
POST00652,CUST0713,Looking for the best credit card with travel rewards. Any recommendations?,Budget Concerns,0.4126234842,Instagram,neutral
POST00653,CUST0821,Tried an AI financial planner. Super interesting insights on my spending!,Debt Repayment Strategy,-0.7472175913,Twitter,positive
POST00654,CUST0622,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Tech Innovation,0.1070218034,LinkedIn,neutral
POST00655,CUST0889,Can’t decide between a high-interest savings account or stocks. Help?,Financial Planning,-0.2410783155,Facebook,negative
POST00656,CUST0353,Thinking of getting a personal loan to start a small business. Need advice!,Budget Concerns,0.9946101253,Instagram,negative
POST00657,CUST0608,Investing in crypto feels risky but exciting. What do you think?,Investment Interest,0.1827828392,Instagram,positive
POST00658,CUST0224,Struggling with credit card debt. Need a solid repayment strategy!,Tech Enthusiasm,0.3643306324,Instagram,neutral
POST00659,CUST0454,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Sponsorship,-0.7379297663,Facebook,positive
POST00660,CUST0753,Switched to a digital-only bank. Loving the seamless experience!,Debt Repayment Strategy,0.9839384355,Instagram,negative
POST00661,CUST0318,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Loan Interest,-0.8971910677,LinkedIn,neutral
POST00662,CUST0309,"Just finished a 5k run, need new running shoes, any suggestions?",Budget Concerns,-0.858326658,LinkedIn,negative
POST00663,CUST0955,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Savings Planning,-0.8485294515,Facebook,neutral
POST00664,CUST0349,"Just finished a 5k run, need new running shoes, any suggestions?",Savings Planning,0.7412012898,Facebook,negative
POST00665,CUST0766,Saving up for my dream vacation. Any good tips to stay on track?,Budget Concerns,0.4571786175,Facebook,positive
POST00666,CUST0613,Excited about the latest AI-powered budgeting app. Looks promising!,Savings Planning,0.9461059018,Twitter,positive
POST00667,CUST0721,Tried an AI financial planner. Super interesting insights on my spending!,Tech Enthusiasm,-0.8668793339,Facebook,positive
POST00668,CUST0754,Excited about the latest AI-powered budgeting app. Looks promising!,Digital Banking Experience,0.3833512872,Facebook,negative
POST00669,CUST0894,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Bank Fee Concern,0.06653856807,Twitter,negative
POST00670,CUST0339,Just got a cashback credit card. Time to maximize my rewards!,Service Quality,0.2782723782,Instagram,negative
POST00671,CUST0351,Who else finds banking apps super confusing? UX needs serious work.,Service Quality,0.02583274699,Twitter,positive
POST00672,CUST0851,Can’t decide between a high-interest savings account or stocks. Help?,Wealth Management,0.3506939106,LinkedIn,negative
POST00673,CUST0663,Wondering if robo-advisors really beat traditional financial planners.,Savings Planning,0.814118188,LinkedIn,negative
POST00674,CUST0943,Just got a cashback credit card. Time to maximize my rewards!,Wealth Management,0.174947752,Instagram,positive
POST00675,CUST0675,Which banks offer the best customer service? Tired of waiting on calls.,Wealth Management,0.7928317517,Twitter,negative
POST00676,CUST0270,Eager to learn more about sustainable investing. Suggestions?,Crypto Curiosity,0.5643246314,Instagram,neutral
POST00677,CUST0577,"Just finished a 5k run, need new running shoes, any suggestions?",Sponsorship,0.7298480681,LinkedIn,negative
POST00678,CUST0369,Looking for the best credit card with travel rewards. Any recommendations?,Loan Interest,0.3185017346,Twitter,positive
POST00679,CUST0993,Tried an AI financial planner. Super interesting insights on my spending!,Financial Literacy,0.03721155245,Twitter,neutral
POST00680,CUST0049,Looking for the best credit card with travel rewards. Any recommendations?,Loan Interest,-0.860891252,LinkedIn,positive
POST00681,CUST0676,"Just finished a 5k run, need new running shoes, any suggestions?",Budget Concerns,0.6698049273,Facebook,positive
POST00682,CUST0641,"Just finished a 5k run, need new running shoes, any suggestions?",Debt Repayment Strategy,-0.5159785201,Instagram,positive
POST00683,CUST0852,I need a budget-friendly laptop for work. Any solid choices under $1000?,Wealth Management,-0.9266780136,LinkedIn,neutral
POST00684,CUST0534,Just got my first salary! Thinking of the best way to save and invest.,Loan Interest,0.03814235987,LinkedIn,neutral
POST00685,CUST0931,Looking for the best credit card with travel rewards. Any recommendations?,Financial Literacy,0.265031273,Twitter,positive
POST00686,CUST0003,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Digital Banking Experience,0.3236628028,Twitter,negative
POST00687,CUST0396,Which banks offer the best customer service? Tired of waiting on calls.,Financial Planning,0.3394315791,Instagram,neutral
POST00688,CUST0747,Just got a cashback credit card. Time to maximize my rewards!,Cashback Rewards,0.307444787,LinkedIn,positive
POST00689,CUST0421,Switched to a digital-only bank. Loving the seamless experience!,Loan Interest,0.6163842841,LinkedIn,negative
POST00690,CUST0826,Who else finds banking apps super confusing? UX needs serious work.,Financial Planning,0.5387232179,Twitter,positive
POST00691,CUST0845,I need a budget-friendly laptop for work. Any solid choices under $1000?,Budget Concerns,0.6256680552,LinkedIn,neutral
POST00692,CUST0780,Investing in crypto feels risky but exciting. What do you think?,Tech Innovation,-0.07947572132,Twitter,neutral
POST00693,CUST0770,Excited about the latest AI-powered budgeting app. Looks promising!,Wealth Management,-0.8743625083,Facebook,negative
POST00694,CUST0894,Just got my first salary! Thinking of the best way to save and invest.,Loan Interest,0.2791525291,Facebook,neutral
POST00695,CUST0340,Finally paid off my student loan! Feels like a huge relief!,Tech Enthusiasm,-0.5795705046,Instagram,positive
POST00696,CUST0705,Tried an AI financial planner. Super interesting insights on my spending!,Product Discovery,0.7190431133,Instagram,positive
POST00697,CUST0442,Eager to learn more about sustainable investing. Suggestions?,Cashback Rewards,0.4433314395,LinkedIn,negative
POST00698,CUST0316,I need a budget-friendly laptop for work. Any solid choices under $1000?,Loan Interest,0.5317397666,LinkedIn,negative
POST00699,CUST0041,Can’t decide between a high-interest savings account or stocks. Help?,Budget Concerns,-0.4271555791,LinkedIn,negative
POST00700,CUST0931,Excited about the latest AI-powered budgeting app. Looks promising!,Service Quality,0.2661082053,LinkedIn,negative
POST00701,CUST0216,"Just finished a 5k run, need new running shoes, any suggestions?",Investment Interest,0.0561678749,Facebook,positive
POST00702,CUST0244,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Shopping Recommendation,-0.4630962705,Twitter,positive
POST00703,CUST0102,Saving up for my dream vacation. Any good tips to stay on track?,Tech Enthusiasm,0.6244512537,Twitter,positive
POST00704,CUST0474,I need a budget-friendly laptop for work. Any solid choices under $1000?,Tech Enthusiasm,0.0999168304,LinkedIn,positive
POST00705,CUST0779,"Just finished a 5k run, need new running shoes, any suggestions?",Debt Repayment Strategy,-0.6184234879,Facebook,negative
POST00706,CUST0180,I need a budget-friendly laptop for work. Any solid choices under $1000?,Service Quality,-0.3895057492,LinkedIn,neutral
POST00707,CUST0180,Tried an AI financial planner. Super interesting insights on my spending!,Digital Banking Experience,-0.5457850815,Twitter,positive
POST00708,CUST0875,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,-0.375200159,Instagram,neutral
POST00709,CUST0318,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Literacy,-0.6236616148,Facebook,negative
POST00710,CUST0703,Eager to learn more about sustainable investing. Suggestions?,Loan Interest,-0.2577222056,Twitter,negative
POST00711,CUST0783,Excited about the latest AI-powered budgeting app. Looks promising!,Investment Interest,0.3879663401,Twitter,neutral
POST00712,CUST0070,Investing in crypto feels risky but exciting. What do you think?,Product Discovery,0.9185988586,Instagram,negative
POST00713,CUST0552,Looking for the best credit card with travel rewards. Any recommendations?,Bank Fee Concern,-0.578927885,Instagram,neutral
POST00714,CUST0009,I need a budget-friendly laptop for work. Any solid choices under $1000?,Cashback Rewards,-0.4003407825,Instagram,positive
POST00715,CUST0626,Thinking of getting a personal loan to start a small business. Need advice!,Crypto Curiosity,-0.995692858,Instagram,negative
POST00716,CUST0454,Just got a cashback credit card. Time to maximize my rewards!,Financial Planning,-0.5493906639,Facebook,negative
POST00717,CUST0145,Excited about the latest AI-powered budgeting app. Looks promising!,Cashback Rewards,-0.1630962937,LinkedIn,neutral
POST00718,CUST0663,Tried an AI financial planner. Super interesting insights on my spending!,Loan Interest,-0.07652518986,Facebook,neutral
POST00719,CUST0826,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Crypto Curiosity,-0.4673370175,Facebook,neutral
POST00720,CUST0735,Saving up for my dream vacation. Any good tips to stay on track?,Sponsorship,-0.699354063,Twitter,neutral
POST00721,CUST0080,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Sponsorship,0.126139437,Twitter,neutral
POST00722,CUST0563,Just got a cashback credit card. Time to maximize my rewards!,Cashback Rewards,-0.1816215754,Twitter,negative
POST00723,CUST0825,"Just finished a 5k run, need new running shoes, any suggestions?",Tech Innovation,-0.14746825,Twitter,neutral
POST00724,CUST0598,I need a budget-friendly laptop for work. Any solid choices under $1000?,Cashback Rewards,0.7899611682,Twitter,positive
POST00725,CUST0656,Can’t decide between a high-interest savings account or stocks. Help?,Debt Repayment Strategy,0.1228858091,Facebook,neutral
POST00726,CUST0173,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Debt Repayment Strategy,-0.2233212168,Instagram,negative
POST00727,CUST0189,Just got a cashback credit card. Time to maximize my rewards!,Tech Innovation,-0.4924203908,LinkedIn,positive
POST00728,CUST0780,Finally paid off my student loan! Feels like a huge relief!,Complaint,-0.1428045904,Facebook,negative
POST00729,CUST0201,Struggling with credit card debt. Need a solid repayment strategy!,Shopping Recommendation,0.7237369005,LinkedIn,neutral
POST00730,CUST0006,Investing in crypto feels risky but exciting. What do you think?,Service Quality,0.9302000992,LinkedIn,negative
POST00731,CUST0900,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Planning,-0.2455384707,Instagram,negative
POST00732,CUST0614,Which banks offer the best customer service? Tired of waiting on calls.,Tech Enthusiasm,-0.5820357188,LinkedIn,neutral
POST00733,CUST0465,Finally paid off my student loan! Feels like a huge relief!,Shopping Recommendation,0.8290393173,Instagram,negative
POST00734,CUST0890,Saving up for my dream vacation. Any good tips to stay on track?,Budget Concerns,-0.7111259896,Facebook,negative
POST00735,CUST0760,Tried an AI financial planner. Super interesting insights on my spending!,Tech Enthusiasm,-0.4052294838,Instagram,negative
POST00736,CUST0202,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Financial Planning,-0.5917081203,Instagram,positive
POST00737,CUST0744,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,0.1316591706,Twitter,negative
POST00738,CUST0163,Looking for the best credit card with travel rewards. Any recommendations?,Shopping Recommendation,-0.1827177531,Twitter,neutral
POST00739,CUST0047,Switched to a digital-only bank. Loving the seamless experience!,Cashback Rewards,-0.4256672984,Instagram,neutral
POST00740,CUST0597,I need a budget-friendly laptop for work. Any solid choices under $1000?,Budget Concerns,0.5358562394,Instagram,negative
POST00741,CUST0117,Thinking of getting a personal loan to start a small business. Need advice!,Budget Concerns,0.328233416,LinkedIn,neutral
POST00742,CUST0275,"Just finished a 5k run, need new running shoes, any suggestions?",Shopping Recommendation,0.9910229492,LinkedIn,positive
POST00743,CUST0283,Excited about the latest AI-powered budgeting app. Looks promising!,Digital Banking Experience,-0.3760235835,Instagram,neutral
POST00744,CUST0139,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Financial Planning,0.6905621342,LinkedIn,neutral
POST00745,CUST0326,"Just finished a 5k run, need new running shoes, any suggestions?",Bank Fee Concern,-0.3949850661,Facebook,negative
POST00746,CUST0187,Wondering if robo-advisors really beat traditional financial planners.,Financial Literacy,-0.9819252833,LinkedIn,positive
POST00747,CUST0553,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Wealth Management,-0.6982046273,LinkedIn,positive
POST00748,CUST0683,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Digital Banking Experience,0.01694103674,Instagram,neutral
POST00749,CUST0028,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Bank Fee Concern,0.6200186799,LinkedIn,neutral
POST00750,CUST0575,Just got a cashback credit card. Time to maximize my rewards!,Wealth Management,-0.8851748119,Instagram,negative
POST00751,CUST0835,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Product Discovery,0.6640291989,Twitter,negative
POST00752,CUST0489,Eager to learn more about sustainable investing. Suggestions?,Financial Literacy,0.4321487865,LinkedIn,positive
POST00753,CUST0429,I need a budget-friendly laptop for work. Any solid choices under $1000?,Financial Planning,-0.9309618338,Instagram,negative
POST00754,CUST0280,I need a budget-friendly laptop for work. Any solid choices under $1000?,Service Quality,-0.7874084672,Instagram,positive
POST00755,CUST0357,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Bank Fee Concern,-0.8487400733,LinkedIn,positive
POST00756,CUST0717,Just got my first salary! Thinking of the best way to save and invest.,Tech Enthusiasm,0.3579859927,Twitter,neutral
POST00757,CUST0448,Excited about the latest AI-powered budgeting app. Looks promising!,Sponsorship,0.1220591857,Instagram,positive
POST00758,CUST0335,Investing in crypto feels risky but exciting. What do you think?,Financial Planning,-0.2822834111,Instagram,positive
POST00759,CUST0457,Just got my first salary! Thinking of the best way to save and invest.,Cashback Rewards,-0.8233768498,LinkedIn,positive
POST00760,CUST0295,Who else finds banking apps super confusing? UX needs serious work.,Budget Concerns,-0.2140369868,Facebook,positive
POST00761,CUST0995,"Just finished a 5k run, need new running shoes, any suggestions?",Audience Engagement,0.3643461337,Instagram,neutral
POST00762,CUST0122,Thinking of getting a personal loan to start a small business. Need advice!,Product Discovery,-0.813176534,LinkedIn,negative
POST00763,CUST0557,I need a budget-friendly laptop for work. Any solid choices under $1000?,Digital Banking Experience,0.7131699031,LinkedIn,negative
POST00764,CUST0829,Tried an AI financial planner. Super interesting insights on my spending!,Cashback Rewards,-0.8741827654,Twitter,positive
POST00765,CUST0466,Tried an AI financial planner. Super interesting insights on my spending!,Complaint,0.2163875203,Instagram,negative
POST00766,CUST0171,Wondering if robo-advisors really beat traditional financial planners.,Sponsorship,-0.6217045934,Instagram,negative
POST00767,CUST0501,Eager to learn more about sustainable investing. Suggestions?,Tech Enthusiasm,-0.8167206514,Instagram,positive
POST00768,CUST0707,Can’t decide between a high-interest savings account or stocks. Help?,Crypto Curiosity,-0.2900569257,LinkedIn,positive
POST00769,CUST0860,Which banks offer the best customer service? Tired of waiting on calls.,Bank Fee Concern,0.3338560826,Instagram,negative
POST00770,CUST0976,Just got my first salary! Thinking of the best way to save and invest.,Audience Engagement,-0.7578941098,Twitter,neutral
POST00771,CUST0426,"Just finished a 5k run, need new running shoes, any suggestions?",Product Discovery,-0.04860535193,Twitter,negative
POST00772,CUST0809,Switched to a digital-only bank. Loving the seamless experience!,Savings Planning,-0.1877857688,Instagram,positive
POST00773,CUST0559,Struggling with credit card debt. Need a solid repayment strategy!,Digital Banking Experience,-0.1450915172,Instagram,negative
POST00774,CUST0939,Eager to learn more about sustainable investing. Suggestions?,Financial Literacy,0.8868335003,LinkedIn,negative
POST00775,CUST0122,Thinking of getting a personal loan to start a small business. Need advice!,Shopping Recommendation,-0.3019401969,Twitter,neutral
POST00776,CUST0663,Looking for the best credit card with travel rewards. Any recommendations?,Tech Enthusiasm,0.9832578157,Facebook,negative
POST00777,CUST0288,Just got my first salary! Thinking of the best way to save and invest.,Financial Planning,0.0767823349,Instagram,negative
POST00778,CUST0074,Excited about the latest AI-powered budgeting app. Looks promising!,Service Quality,0.684961771,Instagram,positive
POST00779,CUST0378,Looking for the best credit card with travel rewards. Any recommendations?,Audience Engagement,-0.3022713296,LinkedIn,neutral
POST00780,CUST0358,Eager to learn more about sustainable investing. Suggestions?,Shopping Recommendation,-0.8304523575,Twitter,negative
POST00781,CUST0697,Looking for the best credit card with travel rewards. Any recommendations?,Digital Banking Experience,-0.8311927052,Instagram,negative
POST00782,CUST0678,Just got a cashback credit card. Time to maximize my rewards!,Budget Concerns,0.1482985763,LinkedIn,positive
POST00783,CUST0077,I need a budget-friendly laptop for work. Any solid choices under $1000?,Bank Fee Concern,0.8598315992,Instagram,positive
POST00784,CUST0783,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Bank Fee Concern,-0.8575583628,LinkedIn,neutral
POST00785,CUST0924,Thinking of getting a personal loan to start a small business. Need advice!,Debt Repayment Strategy,0.3782345966,LinkedIn,neutral
POST00786,CUST0525,Finally paid off my student loan! Feels like a huge relief!,Financial Literacy,0.1265021811,LinkedIn,neutral
POST00787,CUST0291,Which banks offer the best customer service? Tired of waiting on calls.,Shopping Recommendation,0.3045012269,Instagram,positive
POST00788,CUST0130,Who else finds banking apps super confusing? UX needs serious work.,Loan Interest,-0.568918088,Instagram,positive
POST00789,CUST0061,"Just finished a 5k run, need new running shoes, any suggestions?",Bank Fee Concern,-0.8589829752,Twitter,positive
POST00790,CUST0833,Struggling with credit card debt. Need a solid repayment strategy!,Financial Planning,-0.8505435412,Instagram,positive
POST00791,CUST0425,"Just finished a 5k run, need new running shoes, any suggestions?",Financial Planning,-0.5065504448,Facebook,neutral
POST00792,CUST0608,Looking for the best credit card with travel rewards. Any recommendations?,Investment Interest,-0.5727214691,Twitter,neutral
POST00793,CUST0478,Tried an AI financial planner. Super interesting insights on my spending!,Tech Enthusiasm,-0.7472847822,LinkedIn,neutral
POST00794,CUST0598,Looking for the best credit card with travel rewards. Any recommendations?,Tech Enthusiasm,-0.4706340775,Twitter,positive
POST00795,CUST0516,Just got a cashback credit card. Time to maximize my rewards!,Financial Literacy,0.06794738362,Facebook,positive
POST00796,CUST0949,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Shopping Recommendation,0.8990276204,Facebook,positive
POST00797,CUST0622,Saving up for my dream vacation. Any good tips to stay on track?,Digital Banking Experience,0.8445375198,LinkedIn,positive
POST00798,CUST0472,Tried an AI financial planner. Super interesting insights on my spending!,Crypto Curiosity,-0.4565727158,Instagram,negative
POST00799,CUST0014,Tried an AI financial planner. Super interesting insights on my spending!,Complaint,-0.8675804118,Facebook,neutral
POST00800,CUST0657,Eager to learn more about sustainable investing. Suggestions?,Investment Interest,0.991267177,Instagram,neutral
POST00801,CUST0142,Investing in crypto feels risky but exciting. What do you think?,Savings Planning,-0.04718329433,LinkedIn,negative
POST00802,CUST0744,Wondering if robo-advisors really beat traditional financial planners.,Cashback Rewards,0.9566020858,Instagram,neutral
POST00803,CUST0487,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,0.07528403561,Instagram,positive
POST00804,CUST0041,Eager to learn more about sustainable investing. Suggestions?,Complaint,0.7727216411,Twitter,neutral
POST00805,CUST0830,Who else finds banking apps super confusing? UX needs serious work.,Cashback Rewards,-0.1055586963,Instagram,positive
POST00806,CUST0820,Tried an AI financial planner. Super interesting insights on my spending!,Tech Innovation,0.2440460221,Instagram,positive
POST00807,CUST0283,Who else finds banking apps super confusing? UX needs serious work.,Shopping Recommendation,0.07148063571,Twitter,positive
POST00808,CUST0341,Can’t decide between a high-interest savings account or stocks. Help?,Sponsorship,-0.5602453618,Instagram,negative
POST00809,CUST0040,Switched to a digital-only bank. Loving the seamless experience!,Crypto Curiosity,0.5275965702,Twitter,neutral
POST00810,CUST0035,Excited about the latest AI-powered budgeting app. Looks promising!,Crypto Curiosity,-0.8903888528,Twitter,positive
POST00811,CUST0474,Which banks offer the best customer service? Tired of waiting on calls.,Financial Literacy,-0.2751765082,Instagram,neutral
POST00812,CUST0095,Eager to learn more about sustainable investing. Suggestions?,Complaint,0.7398054272,Instagram,negative
POST00813,CUST0699,Just got a cashback credit card. Time to maximize my rewards!,Product Discovery,0.00536752537,Instagram,neutral
POST00814,CUST0993,Struggling with credit card debt. Need a solid repayment strategy!,Shopping Recommendation,-0.8447090452,Twitter,neutral
POST00815,CUST0689,Struggling with credit card debt. Need a solid repayment strategy!,Crypto Curiosity,-0.584939493,Facebook,neutral
POST00816,CUST0703,I need a budget-friendly laptop for work. Any solid choices under $1000?,Audience Engagement,-0.7807209399,Twitter,neutral
POST00817,CUST0011,"Just finished a 5k run, need new running shoes, any suggestions?",Wealth Management,-0.4447333861,Facebook,negative
POST00818,CUST0763,Tried an AI financial planner. Super interesting insights on my spending!,Digital Banking Experience,-0.6693763375,LinkedIn,neutral
POST00819,CUST0250,Finally paid off my student loan! Feels like a huge relief!,Wealth Management,0.4239015669,Facebook,positive
POST00820,CUST0592,Tried an AI financial planner. Super interesting insights on my spending!,Debt Repayment Strategy,0.3188526218,LinkedIn,negative
POST00821,CUST0390,Which banks offer the best customer service? Tired of waiting on calls.,Product Discovery,-0.7298422659,Instagram,neutral
POST00822,CUST0866,Thinking of getting a personal loan to start a small business. Need advice!,Cashback Rewards,-0.1100183348,Twitter,neutral
POST00823,CUST0381,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Shopping Recommendation,-0.408316842,Twitter,positive
POST00824,CUST0809,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Wealth Management,-0.3255680613,LinkedIn,negative
POST00825,CUST0672,Wondering if robo-advisors really beat traditional financial planners.,Investment Interest,0.1519595353,Twitter,negative
POST00826,CUST0021,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,0.7973780904,Twitter,positive
POST00827,CUST0861,Wondering if robo-advisors really beat traditional financial planners.,Service Quality,0.7946500347,LinkedIn,neutral
POST00828,CUST0843,"Just finished a 5k run, need new running shoes, any suggestions?",Product Discovery,-0.1739570071,Facebook,neutral
POST00829,CUST0825,"Just finished a 5k run, need new running shoes, any suggestions?",Digital Banking Experience,-0.2136096988,Instagram,negative
POST00830,CUST0248,Eager to learn more about sustainable investing. Suggestions?,Investment Interest,0.03595174183,Facebook,negative
POST00831,CUST0901,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Service Quality,-0.05176998593,Facebook,neutral
POST00832,CUST0987,Thinking of getting a personal loan to start a small business. Need advice!,Digital Banking Experience,-0.8764299523,LinkedIn,positive
POST00833,CUST0412,Finally paid off my student loan! Feels like a huge relief!,Tech Innovation,0.1574989031,LinkedIn,positive
POST00834,CUST0479,Just got my first salary! Thinking of the best way to save and invest.,Investment Interest,0.1694649193,LinkedIn,neutral
POST00835,CUST0626,Struggling with credit card debt. Need a solid repayment strategy!,Financial Literacy,-0.09932518253,LinkedIn,positive
POST00836,CUST0459,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,-0.1720705134,Facebook,negative
POST00837,CUST0251,Eager to learn more about sustainable investing. Suggestions?,Budget Concerns,0.8778914896,LinkedIn,neutral
POST00838,CUST0333,Which banks offer the best customer service? Tired of waiting on calls.,Product Discovery,0.2016480036,Twitter,positive
POST00839,CUST0363,Can’t decide between a high-interest savings account or stocks. Help?,Product Discovery,0.6325588804,Facebook,positive
POST00840,CUST0838,Struggling with credit card debt. Need a solid repayment strategy!,Tech Innovation,0.9076821283,LinkedIn,negative
POST00841,CUST0923,Tried an AI financial planner. Super interesting insights on my spending!,Complaint,0.62020338,Twitter,negative
POST00842,CUST0862,Just got my first salary! Thinking of the best way to save and invest.,Wealth Management,0.8859591443,Twitter,neutral
POST00843,CUST0693,Just got a cashback credit card. Time to maximize my rewards!,Wealth Management,0.5185871537,LinkedIn,negative
POST00844,CUST0560,Switched to a digital-only bank. Loving the seamless experience!,Shopping Recommendation,-0.6597589562,LinkedIn,negative
POST00845,CUST0467,Struggling with credit card debt. Need a solid repayment strategy!,Cashback Rewards,-0.5461391546,Twitter,neutral
POST00846,CUST0462,Switched to a digital-only bank. Loving the seamless experience!,Digital Banking Experience,-0.6122094981,Twitter,positive
POST00847,CUST0058,Who else finds banking apps super confusing? UX needs serious work.,Bank Fee Concern,-0.3557478215,Facebook,negative
POST00848,CUST0137,Investing in crypto feels risky but exciting. What do you think?,Sponsorship,-0.2900144088,Facebook,neutral
POST00849,CUST0311,Excited about the latest AI-powered budgeting app. Looks promising!,Tech Innovation,0.622363957,Twitter,negative
POST00850,CUST0301,I need a budget-friendly laptop for work. Any solid choices under $1000?,Investment Interest,-0.2782960686,LinkedIn,negative
